# Source: Wesley C. Mitchell, "A History of the Greenbacks" (1903)
# Appendix B, Table 4: "Relative Prices of Various Commodities at Retail"
# Pages 451-468. Relative prices (index, first year quoted = 100).
#
# 556 series across 60 commodity blocks, each block a commodity quoted in a set of
# towns. Annual, 1860-1866. Blank cells are printed "..." in the source: most often
# a town whose series begins in 1861 rather than 1860.
#
# THE 1867 AND 1868 COLUMNS APPLY ONLY TO RENTS. Mitchell's note to the table: "In
# the case of rent figures are given for 1867 and 1868 for the purposes of Part II,
# chap. vi." Every other block stops at 1866, so those two columns are blank for all
# but the two rent blocks.
#
# Mitchell's note on the source: "The source of the following series of relative
# prices at retail is the report prepared by Mr. J. D. Weeks in 1880-83 and published
# as Vol. XX of the Tenth Census. Not all of the material supplied by Mr. Weeks,
# however, has been used, for he gives some series of prices at unspecified times of
# the year and others 'on or about June 1.' Those series 'showing average for the
# year' alone were used as the basis for the computations in the text, and they alone
# are given here."
#
# initial_price is Mitchell's "Initial Price" column, in the unit named by the unit
# column. Fractions are kept as printed, e.g. "0.08 1/3".
#
# TWO CELLS ARE LEFT BLANK BECAUSE THE PRINTING IS DEFECTIVE, not because the source
# has no figure. Both read as "1 9" or "1 3" with the middle digit missing:
#   Rent, four rooms, Indianapolis, 1865
#   Board per week for men, Philadelphia, 1864
# They are not guessed at. Consult a better copy of page 467 or 468 to fill them.
#
# Re-transcribed 17 September 2026 from the page images.
#
# DERIVED from ../mitchell_appendix_b_table4_retail_prices.csv by analysis/03_build_tidy.py. Do not edit.
commodity,unit,state,town,initial_price,year,relative_price
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,Jeffersonville,.10,1865,750
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,Jeffersonville,.10,1866,600
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,Lawrenceburg,.08,1860,100
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,Lawrenceburg,.08,1861,113
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,Lawrenceburg,.08,1862,225
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,Lawrenceburg,.08,1863,563
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,Lawrenceburg,.08,1864,813
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,Lawrenceburg,.08,1865,500
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,Lawrenceburg,.08,1866,500
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,New Albany,.0675,1860,100
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,New Albany,.0675,1861,111
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,New Albany,.0675,1862,222
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,New Albany,.0675,1863,741
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,New Albany,.0675,1864,963
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,New Albany,.0675,1865,741
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ind,New Albany,.0675,1866,593
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ill,Bloomington,.125,1860,100
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ill,Bloomington,.125,1861,120
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ill,Bloomington,.125,1862,240
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ill,Bloomington,.125,1863,360
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ill,Bloomington,.125,1864,480
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ill,Bloomington,.125,1865,560
"Dry goods: shirtings, brown, 4x4, standard quality",per yard,Ill,Bloomington,.125,1866,360
"Dry goods: tickings, good quality",per yard,Mass,Woburn,0.17,1860,100
"Dry goods: tickings, good quality",per yard,Mass,Woburn,0.17,1861,118
"Dry goods: tickings, good quality",per yard,Mass,Woburn,0.17,1862,259
"Dry goods: tickings, good quality",per yard,Mass,Woburn,0.17,1863,259
"Dry goods: tickings, good quality",per yard,Mass,Woburn,0.17,1864,259
"Dry goods: tickings, good quality",per yard,Mass,Woburn,0.17,1865,265
"Dry goods: tickings, good quality",per yard,Mass,Woburn,0.17,1866,235
"Dry goods: tickings, good quality",per yard,Conn,Jewett City,.22,1860,100
"Dry goods: tickings, good quality",per yard,Conn,Jewett City,.22,1861,100
"Dry goods: tickings, good quality",per yard,Conn,Jewett City,.22,1862,114
"Dry goods: tickings, good quality",per yard,Conn,Jewett City,.22,1863,150
"Dry goods: tickings, good quality",per yard,Conn,Jewett City,.22,1864,250
"Dry goods: tickings, good quality",per yard,Conn,Jewett City,.22,1865,305
"Dry goods: tickings, good quality",per yard,Conn,Jewett City,.22,1866,273
"Dry goods: tickings, good quality",per yard,Pa,New Castle,.25,1860,100
"Dry goods: tickings, good quality",per yard,Pa,New Castle,.25,1861,120
"Dry goods: tickings, good quality",per yard,Pa,New Castle,.25,1862,180
"Dry goods: tickings, good quality",per yard,Pa,New Castle,.25,1863,220
"Dry goods: tickings, good quality",per yard,Pa,New Castle,.25,1864,300
"Dry goods: tickings, good quality",per yard,Pa,New Castle,.25,1865,272
"Dry goods: tickings, good quality",per yard,Pa,New Castle,.25,1866,260
"Dry goods: tickings, good quality",per yard,W. Va,New Cumberland,.28,1860,100
"Dry goods: tickings, good quality",per yard,W. Va,New Cumberland,.28,1861,143
"Dry goods: tickings, good quality",per yard,W. Va,New Cumberland,.28,1862,179
"Dry goods: tickings, good quality",per yard,W. Va,New Cumberland,.28,1863,250
"Dry goods: tickings, good quality",per yard,W. Va,New Cumberland,.28,1864,250
"Dry goods: tickings, good quality",per yard,W. Va,New Cumberland,.28,1865,268
"Dry goods: tickings, good quality",per yard,W. Va,New Cumberland,.28,1866,143
"Dry goods: tickings, good quality",per yard,W. Va,Wheeling,.25,1860,100
"Dry goods: tickings, good quality",per yard,W. Va,Wheeling,.25,1861,100
"Dry goods: tickings, good quality",per yard,W. Va,Wheeling,.25,1862,160
"Dry goods: tickings, good quality",per yard,W. Va,Wheeling,.25,1863,200
"Dry goods: tickings, good quality",per yard,W. Va,Wheeling,.25,1864,400
"Dry goods: tickings, good quality",per yard,W. Va,Wheeling,.25,1865,300
"Dry goods: tickings, good quality",per yard,W. Va,Wheeling,.25,1866,240
"Dry goods: tickings, good quality",per yard,Ohio,Canton,.25,1860,100
"Dry goods: tickings, good quality",per yard,Ohio,Canton,.25,1861,100
"Dry goods: tickings, good quality",per yard,Ohio,Canton,.25,1862,200
"Dry goods: tickings, good quality",per yard,Ohio,Canton,.25,1863,400
"Dry goods: tickings, good quality",per yard,Ohio,Canton,.25,1864,500
"Dry goods: tickings, good quality",per yard,Ohio,Canton,.25,1865,400
"Dry goods: tickings, good quality",per yard,Ohio,Canton,.25,1866,300
"Dry goods: tickings, good quality",per yard,Ohio,Cincinnati,.225,1860,100
"Dry goods: tickings, good quality",per yard,Ohio,Cincinnati,.225,1861,156
"Dry goods: tickings, good quality",per yard,Ohio,Cincinnati,.225,1862,167
"Dry goods: tickings, good quality",per yard,Ohio,Cincinnati,.225,1863,178
"Dry goods: tickings, good quality",per yard,Ohio,Cincinnati,.225,1864,222
"Dry goods: tickings, good quality",per yard,Ohio,Cincinnati,.225,1865,333
"Dry goods: tickings, good quality",per yard,Ohio,Cincinnati,.225,1866,333
"Dry goods: tickings, good quality",per yard,Ohio,Zanesville,.25,1860,100
"Dry goods: tickings, good quality",per yard,Ohio,Zanesville,.25,1861,160
"Dry goods: tickings, good quality",per yard,Ohio,Zanesville,.25,1862,200
"Dry goods: tickings, good quality",per yard,Ohio,Zanesville,.25,1863,220
"Dry goods: tickings, good quality",per yard,Ohio,Zanesville,.25,1864,340
"Dry goods: tickings, good quality",per yard,Ohio,Zanesville,.25,1865,220
"Dry goods: tickings, good quality",per yard,Ohio,Zanesville,.25,1866,148
"Dry goods: tickings, good quality",per yard,Ind,Jeffersonville,.25,1860,100
"Dry goods: tickings, good quality",per yard,Ind,Jeffersonville,.25,1861,200
"Dry goods: tickings, good quality",per yard,Ind,Jeffersonville,.25,1862,200
"Dry goods: tickings, good quality",per yard,Ind,Jeffersonville,.25,1863,200
"Dry goods: tickings, good quality",per yard,Ind,Jeffersonville,.25,1864,200
"Dry goods: tickings, good quality",per yard,Ind,Jeffersonville,.25,1865,200
"Dry goods: tickings, good quality",per yard,Ind,Jeffersonville,.25,1866,200
"Dry goods: tickings, good quality",per yard,Ind,Lawrenceburg,.25,1860,100
"Dry goods: tickings, good quality",per yard,Ind,Lawrenceburg,.25,1861,100
"Dry goods: tickings, good quality",per yard,Ind,Lawrenceburg,.25,1862,160
"Dry goods: tickings, good quality",per yard,Ind,Lawrenceburg,.25,1863,200
"Dry goods: tickings, good quality",per yard,Ind,Lawrenceburg,.25,1864,360
"Dry goods: tickings, good quality",per yard,Ind,Lawrenceburg,.25,1865,300
"Dry goods: tickings, good quality",per yard,Ind,Lawrenceburg,.25,1866,320
"Dry goods: tickings, good quality",per yard,Ind,New Albany,.17,1860,100
"Dry goods: tickings, good quality",per yard,Ind,New Albany,.17,1861,118
"Dry goods: tickings, good quality",per yard,Ind,New Albany,.17,1862,206
"Dry goods: tickings, good quality",per yard,Ind,New Albany,.17,1863,294
"Dry goods: tickings, good quality",per yard,Ind,New Albany,.17,1864,441
"Dry goods: tickings, good quality",per yard,Ind,New Albany,.17,1865,382
"Dry goods: tickings, good quality",per yard,Ind,New Albany,.17,1866,294
"Dry goods: tickings, good quality",per yard,Ill,Bloomington,.18,1860,100
"Dry goods: tickings, good quality",per yard,Ill,Bloomington,.18,1861,139
"Dry goods: tickings, good quality",per yard,Ill,Bloomington,.18,1862,222
"Dry goods: tickings, good quality",per yard,Ill,Bloomington,.18,1863,278
"Dry goods: tickings, good quality",per yard,Ill,Bloomington,.18,1864,500
"Dry goods: tickings, good quality",per yard,Ill,Bloomington,.18,1865,639
"Dry goods: tickings, good quality",per yard,Ill,Bloomington,.18,1866,500
"Groceries: coffee, Rio, green",per lb,Mass,Boston,0.13,1860,100
"Groceries: coffee, Rio, green",per lb,Mass,Boston,0.13,1861,108
"Groceries: coffee, Rio, green",per lb,Mass,Boston,0.13,1862,172
"Groceries: coffee, Rio, green",per lb,Mass,Boston,0.13,1863,197
"Groceries: coffee, Rio, green",per lb,Mass,Boston,0.13,1864,319
"Groceries: coffee, Rio, green",per lb,Mass,Boston,0.13,1865,254
"Groceries: coffee, Rio, green",per lb,Mass,Boston,0.13,1866,205
"Groceries: coffee, Rio, green",per lb,Pa,Philadelphia,.11,1861,100
"Groceries: coffee, Rio, green",per lb,Pa,Philadelphia,.11,1862,118
"Groceries: coffee, Rio, green",per lb,Pa,Philadelphia,.11,1863,155
"Groceries: coffee, Rio, green",per lb,Pa,Philadelphia,.11,1864,291
"Groceries: coffee, Rio, green",per lb,Pa,Philadelphia,.11,1865,318
"Groceries: coffee, Rio, green",per lb,Pa,Philadelphia,.11,1866,309
"Groceries: coffee, Rio, green",per lb,Md,Baltimore,.16,1860,100
"Groceries: coffee, Rio, green",per lb,Md,Baltimore,.16,1861,100
"Groceries: coffee, Rio, green",per lb,Md,Baltimore,.16,1862,150
"Groceries: coffee, Rio, green",per lb,Md,Baltimore,.16,1863,219
"Groceries: coffee, Rio, green",per lb,Md,Baltimore,.16,1864,250
"Groceries: coffee, Rio, green",per lb,Md,Baltimore,.16,1865,219
"Groceries: coffee, Rio, green",per lb,Md,Baltimore,.16,1866,188
"Groceries: coffee, Rio, green",per lb,W. Va,New Cumberland,.12,1860,100
"Groceries: coffee, Rio, green",per lb,W. Va,New Cumberland,.12,1861,125
"Groceries: coffee, Rio, green",per lb,W. Va,New Cumberland,.12,1862,150
"Groceries: coffee, Rio, green",per lb,W. Va,New Cumberland,.12,1863,167
"Groceries: coffee, Rio, green",per lb,W. Va,New Cumberland,.12,1864,208
"Groceries: coffee, Rio, green",per lb,W. Va,New Cumberland,.12,1865,208
"Groceries: coffee, Rio, green",per lb,W. Va,New Cumberland,.12,1866,167
"Groceries: coffee, Rio, green",per lb,Ohio,Canton,.16,1860,100
"Groceries: coffee, Rio, green",per lb,Ohio,Canton,.16,1861,94
"Groceries: coffee, Rio, green",per lb,Ohio,Canton,.16,1862,125
"Groceries: coffee, Rio, green",per lb,Ohio,Canton,.16,1863,250
"Groceries: coffee, Rio, green",per lb,Ohio,Canton,.16,1864,313
"Groceries: coffee, Rio, green",per lb,Ohio,Canton,.16,1865,250
"Groceries: coffee, Rio, green",per lb,Ohio,Canton,.16,1866,250
"Groceries: coffee, Rio, green",per lb,Ohio,Springfield,.15,1860,100
"Groceries: coffee, Rio, green",per lb,Ohio,Springfield,.15,1861,80
"Groceries: coffee, Rio, green",per lb,Ohio,Springfield,.15,1862,100
"Groceries: coffee, Rio, green",per lb,Ohio,Springfield,.15,1863,100
"Groceries: coffee, Rio, green",per lb,Ohio,Springfield,.15,1864,167
"Groceries: coffee, Rio, green",per lb,Ohio,Springfield,.15,1865,267
"Groceries: coffee, Rio, green",per lb,Ohio,Springfield,.15,1866,333
"Groceries: coffee, Rio, green",per lb,Ohio,Zanesville,.15,1860,100
"Groceries: coffee, Rio, green",per lb,Ohio,Zanesville,.15,1861,100
"Groceries: coffee, Rio, green",per lb,Ohio,Zanesville,.15,1862,100
"Groceries: coffee, Rio, green",per lb,Ohio,Zanesville,.15,1863,133
"Groceries: coffee, Rio, green",per lb,Ohio,Zanesville,.15,1864,167
"Groceries: coffee, Rio, green",per lb,Ohio,Zanesville,.15,1865,167
"Groceries: coffee, Rio, green",per lb,Ohio,Zanesville,.15,1866,200
"Groceries: coffee, Rio, green",per lb,Ind,Lawrenceburg,.25,1860,100
"Groceries: coffee, Rio, green",per lb,Ind,Lawrenceburg,.25,1861,100
"Groceries: coffee, Rio, green",per lb,Ind,Lawrenceburg,.25,1862,140
"Groceries: coffee, Rio, green",per lb,Ind,Lawrenceburg,.25,1863,140
"Groceries: coffee, Rio, green",per lb,Ind,Lawrenceburg,.25,1864,160
"Groceries: coffee, Rio, green",per lb,Ind,Lawrenceburg,.25,1865,140
"Groceries: coffee, Rio, green",per lb,Ind,Lawrenceburg,.25,1866,160
"Groceries: coffee, Rio, green",per lb,Iowa,Cedar Rapids,.08,1861,100
"Groceries: coffee, Rio, green",per lb,Iowa,Cedar Rapids,.08,1862,125
"Groceries: coffee, Rio, green",per lb,Iowa,Cedar Rapids,.08,1863,313
"Groceries: coffee, Rio, green",per lb,Iowa,Cedar Rapids,.08,1864,438
"Groceries: coffee, Rio, green",per lb,Iowa,Cedar Rapids,.08,1865,438
"Groceries: coffee, Rio, green",per lb,Iowa,Cedar Rapids,.08,1866,375
"Groceries: molasses, New Orleans",per gallon,Pa,Philadelphia,0.40,1861,100
"Groceries: molasses, New Orleans",per gallon,Pa,Philadelphia,0.40,1862,125
"Groceries: molasses, New Orleans",per gallon,Pa,Philadelphia,0.40,1863,150
"Groceries: molasses, New Orleans",per gallon,Pa,Philadelphia,0.40,1864,175
"Groceries: molasses, New Orleans",per gallon,Pa,Philadelphia,0.40,1865,200
"Groceries: molasses, New Orleans",per gallon,Pa,Philadelphia,0.40,1866,275
"Groceries: molasses, New Orleans",per gallon,W. Va,New Cumberland,.40,1860,100
"Groceries: molasses, New Orleans",per gallon,W. Va,New Cumberland,.40,1861,125
"Groceries: molasses, New Orleans",per gallon,W. Va,New Cumberland,.40,1862,188
"Groceries: molasses, New Orleans",per gallon,W. Va,New Cumberland,.40,1863,225
"Groceries: molasses, New Orleans",per gallon,W. Va,New Cumberland,.40,1864,250
"Groceries: molasses, New Orleans",per gallon,W. Va,New Cumberland,.40,1865,225
"Groceries: molasses, New Orleans",per gallon,W. Va,New Cumberland,.40,1866,225
"Groceries: molasses, New Orleans",per gallon,Ohio,Canton,.40,1860,100
"Groceries: molasses, New Orleans",per gallon,Ohio,Canton,.40,1861,100
"Groceries: molasses, New Orleans",per gallon,Ohio,Canton,.40,1862,250
"Groceries: molasses, New Orleans",per gallon,Ohio,Canton,.40,1863,375
"Groceries: molasses, New Orleans",per gallon,Ohio,Canton,.40,1864,375
"Groceries: molasses, New Orleans",per gallon,Ohio,Canton,.40,1865,313
"Groceries: molasses, New Orleans",per gallon,Ohio,Canton,.40,1866,250
"Groceries: molasses, New Orleans",per gallon,Ohio,Zanesville,.50,1860,100
"Groceries: molasses, New Orleans",per gallon,Ohio,Zanesville,.50,1861,100
"Groceries: molasses, New Orleans",per gallon,Ohio,Zanesville,.50,1862,100
"Groceries: molasses, New Orleans",per gallon,Ohio,Zanesville,.50,1863,150
"Groceries: molasses, New Orleans",per gallon,Ohio,Zanesville,.50,1864,200
"Groceries: molasses, New Orleans",per gallon,Ohio,Zanesville,.50,1865,200
"Groceries: molasses, New Orleans",per gallon,Ohio,Zanesville,.50,1866,250
"Groceries: molasses, New Orleans",per gallon,Ind,Lawrenceburg,.60,1860,100
"Groceries: molasses, New Orleans",per gallon,Ind,Lawrenceburg,.60,1861,100
"Groceries: molasses, New Orleans",per gallon,Ind,Lawrenceburg,.60,1862,100
"Groceries: molasses, New Orleans",per gallon,Ind,Lawrenceburg,.60,1863,133
"Groceries: molasses, New Orleans",per gallon,Ind,Lawrenceburg,.60,1864,267
"Groceries: molasses, New Orleans",per gallon,Ind,Lawrenceburg,.60,1865,250
"Groceries: molasses, New Orleans",per gallon,Ind,Lawrenceburg,.60,1866,167
"Groceries: molasses, New Orleans",per gallon,Iowa,Cedar Rapids,.50,1861,100
"Groceries: molasses, New Orleans",per gallon,Iowa,Cedar Rapids,.50,1862,100
"Groceries: molasses, New Orleans",per gallon,Iowa,Cedar Rapids,.50,1863,120
"Groceries: molasses, New Orleans",per gallon,Iowa,Cedar Rapids,.50,1864,160
"Groceries: molasses, New Orleans",per gallon,Iowa,Cedar Rapids,.50,1865,220
"Groceries: molasses, New Orleans",per gallon,Iowa,Cedar Rapids,.50,1866,240
"Groceries: molasses, Porto Rico",per gallon,Mass,Boston,0.26,1861,100
"Groceries: molasses, Porto Rico",per gallon,Mass,Boston,0.26,1862,123
"Groceries: molasses, Porto Rico",per gallon,Mass,Boston,0.26,1863,180
"Groceries: molasses, Porto Rico",per gallon,Mass,Boston,0.26,1864,298
"Groceries: molasses, Porto Rico",per gallon,Mass,Boston,0.26,1865,245
"Groceries: molasses, Porto Rico",per gallon,Mass,Boston,0.26,1866,223
"Groceries: molasses, Porto Rico",per gallon,Pa,Philadelphia,.40,1861,100
"Groceries: molasses, Porto Rico",per gallon,Pa,Philadelphia,.40,1862,100
"Groceries: molasses, Porto Rico",per gallon,Pa,Philadelphia,.40,1863,125
"Groceries: molasses, Porto Rico",per gallon,Pa,Philadelphia,.40,1864,163
"Groceries: molasses, Porto Rico",per gallon,Pa,Philadelphia,.40,1865,200
"Groceries: molasses, Porto Rico",per gallon,Pa,Philadelphia,.40,1866,200
"Groceries: molasses, Porto Rico",per gallon,Md,Baltimore,.40,1860,100
"Groceries: molasses, Porto Rico",per gallon,Md,Baltimore,.40,1861,88
"Groceries: molasses, Porto Rico",per gallon,Md,Baltimore,.40,1862,100
"Groceries: molasses, Porto Rico",per gallon,Md,Baltimore,.40,1863,125
"Groceries: molasses, Porto Rico",per gallon,Md,Baltimore,.40,1864,250
"Groceries: molasses, Porto Rico",per gallon,Md,Baltimore,.40,1865,200
"Groceries: molasses, Porto Rico",per gallon,Md,Baltimore,.40,1866,200
"Groceries: molasses, Porto Rico",per gallon,W. Va,New Cumberland,.25,1860,100
"Groceries: molasses, Porto Rico",per gallon,W. Va,New Cumberland,.25,1861,200
"Groceries: molasses, Porto Rico",per gallon,W. Va,New Cumberland,.25,1862,240
"Groceries: molasses, Porto Rico",per gallon,W. Va,New Cumberland,.25,1863,320
"Groceries: molasses, Porto Rico",per gallon,W. Va,New Cumberland,.25,1864,360
"Groceries: molasses, Porto Rico",per gallon,W. Va,New Cumberland,.25,1865,320
"Groceries: molasses, Porto Rico",per gallon,W. Va,New Cumberland,.25,1866,360
"Groceries: molasses, Porto Rico",per gallon,Ohio,Canton,.35,1861,100
"Groceries: molasses, Porto Rico",per gallon,Ohio,Canton,.35,1862,171
"Groceries: molasses, Porto Rico",per gallon,Ohio,Canton,.35,1863,357
"Groceries: molasses, Porto Rico",per gallon,Ohio,Canton,.35,1864,357
"Groceries: molasses, Porto Rico",per gallon,Ohio,Canton,.35,1865,286
"Groceries: molasses, Porto Rico",per gallon,Ohio,Canton,.35,1866,243
"Groceries: molasses, Porto Rico",per gallon,Ohio,Springfield,.50,1861,100
"Groceries: molasses, Porto Rico",per gallon,Ohio,Springfield,.50,1862,120
"Groceries: molasses, Porto Rico",per gallon,Ohio,Springfield,.50,1863,150
"Groceries: molasses, Porto Rico",per gallon,Ohio,Springfield,.50,1864,150
"Groceries: molasses, Porto Rico",per gallon,Ohio,Springfield,.50,1865,150
"Groceries: molasses, Porto Rico",per gallon,Ohio,Springfield,.50,1866,160
"Groceries: molasses, Porto Rico",per gallon,Ohio,Zanesville,.55,1860,100
"Groceries: molasses, Porto Rico",per gallon,Ohio,Zanesville,.55,1861,109
"Groceries: molasses, Porto Rico",per gallon,Ohio,Zanesville,.55,1862,109
"Groceries: molasses, Porto Rico",per gallon,Ohio,Zanesville,.55,1863,154
"Groceries: molasses, Porto Rico",per gallon,Ohio,Zanesville,.55,1864,218
"Groceries: molasses, Porto Rico",per gallon,Ohio,Zanesville,.55,1865,227
"Groceries: molasses, Porto Rico",per gallon,Ohio,Zanesville,.55,1866,227
"Groceries: molasses, Porto Rico",per gallon,Ind,Lawrenceburg,.40,1860,100
"Groceries: molasses, Porto Rico",per gallon,Ind,Lawrenceburg,.40,1861,125
"Groceries: molasses, Porto Rico",per gallon,Ind,Lawrenceburg,.40,1862,125
"Groceries: molasses, Porto Rico",per gallon,Ind,Lawrenceburg,.40,1863,188
"Groceries: molasses, Porto Rico",per gallon,Ind,Lawrenceburg,.40,1864,250
"Groceries: molasses, Porto Rico",per gallon,Ind,Lawrenceburg,.40,1865,250
"Groceries: molasses, Porto Rico",per gallon,Ind,Lawrenceburg,.40,1866,200
"Groceries: molasses, Porto Rico",per gallon,Iowa,Cedar Rapids,.30,1861,100
"Groceries: molasses, Porto Rico",per gallon,Iowa,Cedar Rapids,.30,1862,100
"Groceries: molasses, Porto Rico",per gallon,Iowa,Cedar Rapids,.30,1863,133
"Groceries: molasses, Porto Rico",per gallon,Iowa,Cedar Rapids,.30,1864,133
"Groceries: molasses, Porto Rico",per gallon,Iowa,Cedar Rapids,.30,1865,167
"Groceries: molasses, Porto Rico",per gallon,Iowa,Cedar Rapids,.30,1866,167
Groceries: sirup,per gallon,Pa,Philadelphia,0.50,1861,100
Groceries: sirup,per gallon,Pa,Philadelphia,0.50,1862,110
Groceries: sirup,per gallon,Pa,Philadelphia,0.50,1863,110
Groceries: sirup,per gallon,Pa,Philadelphia,0.50,1864,120
Groceries: sirup,per gallon,Pa,Philadelphia,0.50,1865,160
Groceries: sirup,per gallon,Pa,Philadelphia,0.50,1866,180
Groceries: sirup,per gallon,Md,Baltimore,.60,1860,100
Groceries: sirup,per gallon,Md,Baltimore,.60,1861,100
Groceries: sirup,per gallon,Md,Baltimore,.60,1862,100
Groceries: sirup,per gallon,Md,Baltimore,.60,1863,117
Groceries: sirup,per gallon,Md,Baltimore,.60,1864,233
Groceries: sirup,per gallon,Md,Baltimore,.60,1865,233
Groceries: sirup,per gallon,Md,Baltimore,.60,1866,167
Groceries: sirup,per gallon,W. Va,New Cumberland,.40,1860,100
Groceries: sirup,per gallon,W. Va,New Cumberland,.40,1861,125
Groceries: sirup,per gallon,W. Va,New Cumberland,.40,1862,188
Groceries: sirup,per gallon,W. Va,New Cumberland,.40,1863,250
Groceries: sirup,per gallon,W. Va,New Cumberland,.40,1864,313
Groceries: sirup,per gallon,W. Va,New Cumberland,.40,1865,250
Groceries: sirup,per gallon,W. Va,New Cumberland,.40,1866,250
Groceries: sirup,per gallon,Ohio,Springfield,.60,1860,100
Groceries: sirup,per gallon,Ohio,Springfield,.60,1861,125
Groceries: sirup,per gallon,Ohio,Springfield,.60,1862,133
Groceries: sirup,per gallon,Ohio,Springfield,.60,1863,167
Groceries: sirup,per gallon,Ohio,Springfield,.60,1864,208
Groceries: sirup,per gallon,Ohio,Springfield,.60,1865,250
Groceries: sirup,per gallon,Ohio,Springfield,.60,1866,250
Groceries: sirup,per gallon,Ohio,Zanesville,.75,1860,100
Groceries: sirup,per gallon,Ohio,Zanesville,.75,1861,80
Groceries: sirup,per gallon,Ohio,Zanesville,.75,1862,80
Groceries: sirup,per gallon,Ohio,Zanesville,.75,1863,120
Groceries: sirup,per gallon,Ohio,Zanesville,.75,1864,167
Groceries: sirup,per gallon,Ohio,Zanesville,.75,1865,167
Groceries: sirup,per gallon,Ohio,Zanesville,.75,1866,200
Groceries: sirup,per gallon,Ind,Lawrenceburg,.80,1860,100
Groceries: sirup,per gallon,Ind,Lawrenceburg,.80,1861,94
Groceries: sirup,per gallon,Ind,Lawrenceburg,.80,1862,100
Groceries: sirup,per gallon,Ind,Lawrenceburg,.80,1863,125
Groceries: sirup,per gallon,Ind,Lawrenceburg,.80,1864,125
Groceries: sirup,per gallon,Ind,Lawrenceburg,.80,1865,125
Groceries: sirup,per gallon,Ind,Lawrenceburg,.80,1866,150
Groceries: sirup,per gallon,Ia,Cedar Rapids,.50,1861,100
Groceries: sirup,per gallon,Ia,Cedar Rapids,.50,1862,120
Groceries: sirup,per gallon,Ia,Cedar Rapids,.50,1863,120
Groceries: sirup,per gallon,Ia,Cedar Rapids,.50,1864,140
Groceries: sirup,per gallon,Ia,Cedar Rapids,.50,1865,140
Groceries: sirup,per gallon,Ia,Cedar Rapids,.50,1866,200
"Groceries: codfish, dry",per lb,Conn,Jewett City,0.05,1860,100
"Groceries: codfish, dry",per lb,Conn,Jewett City,0.05,1861,80
"Groceries: codfish, dry",per lb,Conn,Jewett City,0.05,1862,100
"Groceries: codfish, dry",per lb,Conn,Jewett City,0.05,1863,130
"Groceries: codfish, dry",per lb,Conn,Jewett City,0.05,1864,160
"Groceries: codfish, dry",per lb,Conn,Jewett City,0.05,1865,160
"Groceries: codfish, dry",per lb,Conn,Jewett City,0.05,1866,160
"Groceries: codfish, dry",per lb,Pa,Philadelphia,.04,1861,100
"Groceries: codfish, dry",per lb,Pa,Philadelphia,.04,1862,100
"Groceries: codfish, dry",per lb,Pa,Philadelphia,.04,1863,125
"Groceries: codfish, dry",per lb,Pa,Philadelphia,.04,1864,150
"Groceries: codfish, dry",per lb,Pa,Philadelphia,.04,1865,175
"Groceries: codfish, dry",per lb,Pa,Philadelphia,.04,1866,225
"Groceries: codfish, dry",per lb,W. Va,New Cumberland,.06,1860,100
"Groceries: codfish, dry",per lb,W. Va,New Cumberland,.06,1861,133
"Groceries: codfish, dry",per lb,W. Va,New Cumberland,.06,1862,167
"Groceries: codfish, dry",per lb,W. Va,New Cumberland,.06,1863,167
"Groceries: codfish, dry",per lb,W. Va,New Cumberland,.06,1864,167
"Groceries: codfish, dry",per lb,W. Va,New Cumberland,.06,1865,167
"Groceries: codfish, dry",per lb,W. Va,New Cumberland,.06,1866,167
"Groceries: codfish, dry",per lb,Ohio,Canton,.10,1860,100
"Groceries: codfish, dry",per lb,Ohio,Canton,.10,1861,100
"Groceries: codfish, dry",per lb,Ohio,Canton,.10,1862,100
"Groceries: codfish, dry",per lb,Ohio,Canton,.10,1863,100
"Groceries: codfish, dry",per lb,Ohio,Canton,.10,1864,100
"Groceries: codfish, dry",per lb,Ohio,Canton,.10,1865,100
"Groceries: codfish, dry",per lb,Ohio,Canton,.10,1866,100
