# Source: Wesley C. Mitchell, "A History of the Greenbacks" (1903)
# Appendix B, Table 4: "Relative Prices of Various Commodities at Retail"
# Pages 451-468. Relative prices (index, first year quoted = 100).
#
# 556 series across 60 commodity blocks, each block a commodity quoted in a set of
# towns. Annual, 1860-1866. Blank cells are printed "..." in the source: most often
# a town whose series begins in 1861 rather than 1860.
#
# THE 1867 AND 1868 COLUMNS APPLY ONLY TO RENTS. Mitchell's note to the table: "In
# the case of rent figures are given for 1867 and 1868 for the purposes of Part II,
# chap. vi." Every other block stops at 1866, so those two columns are blank for all
# but the two rent blocks.
#
# Mitchell's note on the source: "The source of the following series of relative
# prices at retail is the report prepared by Mr. J. D. Weeks in 1880-83 and published
# as Vol. XX of the Tenth Census. Not all of the material supplied by Mr. Weeks,
# however, has been used, for he gives some series of prices at unspecified times of
# the year and others 'on or about June 1.' Those series 'showing average for the
# year' alone were used as the basis for the computations in the text, and they alone
# are given here."
#
# initial_price is Mitchell's "Initial Price" column, in the unit named by the unit
# column. Fractions are kept as printed, e.g. "0.08 1/3".
#
# TWO CELLS ARE LEFT BLANK BECAUSE THE PRINTING IS DEFECTIVE, not because the source
# has no figure. Both read as "1 9" or "1 3" with the middle digit missing:
#   Rent, four rooms, Indianapolis, 1865
#   Board per week for men, Philadelphia, 1864
# They are not guessed at. Consult a better copy of page 467 or 468 to fill them.
#
# Re-transcribed 17 September 2026 from the page images.
#
# DERIVED from ../mitchell_appendix_b_table4_retail_prices.csv by analysis/03_build_tidy.py. Do not edit.
commodity,unit,state,town,initial_price,year,relative_price
"Groceries: codfish, dry",per lb,Ohio,Zanesville,.05,1860,100
"Groceries: codfish, dry",per lb,Ohio,Zanesville,.05,1861,100
"Groceries: codfish, dry",per lb,Ohio,Zanesville,.05,1862,100
"Groceries: codfish, dry",per lb,Ohio,Zanesville,.05,1863,140
"Groceries: codfish, dry",per lb,Ohio,Zanesville,.05,1864,160
"Groceries: codfish, dry",per lb,Ohio,Zanesville,.05,1865,200
"Groceries: codfish, dry",per lb,Ohio,Zanesville,.05,1866,200
"Groceries: codfish, dry",per lb,Ind,Lawrenceburg,.10,1860,100
"Groceries: codfish, dry",per lb,Ind,Lawrenceburg,.10,1861,100
"Groceries: codfish, dry",per lb,Ind,Lawrenceburg,.10,1862,100
"Groceries: codfish, dry",per lb,Ind,Lawrenceburg,.10,1863,100
"Groceries: codfish, dry",per lb,Ind,Lawrenceburg,.10,1864,120
"Groceries: codfish, dry",per lb,Ind,Lawrenceburg,.10,1865,120
"Groceries: codfish, dry",per lb,Ind,Lawrenceburg,.10,1866,100
"Groceries: codfish, dry",per lb,Iowa,Cedar Rapids,.06,1861,100
"Groceries: codfish, dry",per lb,Iowa,Cedar Rapids,.06,1862,117
"Groceries: codfish, dry",per lb,Iowa,Cedar Rapids,.06,1863,133
"Groceries: codfish, dry",per lb,Iowa,Cedar Rapids,.06,1864,175
"Groceries: codfish, dry",per lb,Iowa,Cedar Rapids,.06,1865,208
"Groceries: codfish, dry",per lb,Iowa,Cedar Rapids,.06,1866,208
"Groceries: sugar, yellow C",per lb,Pa,Philadelphia,0.07,1861,100
"Groceries: sugar, yellow C",per lb,Pa,Philadelphia,0.07,1862,114
"Groceries: sugar, yellow C",per lb,Pa,Philadelphia,0.07,1863,143
"Groceries: sugar, yellow C",per lb,Pa,Philadelphia,0.07,1864,171
"Groceries: sugar, yellow C",per lb,Pa,Philadelphia,0.07,1865,214
"Groceries: sugar, yellow C",per lb,Pa,Philadelphia,0.07,1866,229
"Groceries: sugar, yellow C",per lb,W. Va,New Cumberland,.07,1860,100
"Groceries: sugar, yellow C",per lb,W. Va,New Cumberland,.07,1861,171
"Groceries: sugar, yellow C",per lb,W. Va,New Cumberland,.07,1862,200
"Groceries: sugar, yellow C",per lb,W. Va,New Cumberland,.07,1863,200
"Groceries: sugar, yellow C",per lb,W. Va,New Cumberland,.07,1864,200
"Groceries: sugar, yellow C",per lb,W. Va,New Cumberland,.07,1865,200
"Groceries: sugar, yellow C",per lb,W. Va,New Cumberland,.07,1866,171
"Groceries: sugar, yellow C",per lb,Ohio,Canton,.10,1860,100
"Groceries: sugar, yellow C",per lb,Ohio,Canton,.10,1861,80
"Groceries: sugar, yellow C",per lb,Ohio,Canton,.10,1862,125
"Groceries: sugar, yellow C",per lb,Ohio,Canton,.10,1863,150
"Groceries: sugar, yellow C",per lb,Ohio,Canton,.10,1864,250
"Groceries: sugar, yellow C",per lb,Ohio,Canton,.10,1865,200
"Groceries: sugar, yellow C",per lb,Ohio,Canton,.10,1866,160
"Groceries: sugar, yellow C",per lb,Ohio,Springfield,.10,1860,100
"Groceries: sugar, yellow C",per lb,Ohio,Springfield,.10,1861,100
"Groceries: sugar, yellow C",per lb,Ohio,Springfield,.10,1862,100
"Groceries: sugar, yellow C",per lb,Ohio,Springfield,.10,1863,150
"Groceries: sugar, yellow C",per lb,Ohio,Springfield,.10,1864,150
"Groceries: sugar, yellow C",per lb,Ohio,Springfield,.10,1865,200
"Groceries: sugar, yellow C",per lb,Ohio,Springfield,.10,1866,250
"Groceries: sugar, yellow C",per lb,Ohio,Zanesville,.10,1860,100
"Groceries: sugar, yellow C",per lb,Ohio,Zanesville,.10,1861,100
"Groceries: sugar, yellow C",per lb,Ohio,Zanesville,.10,1862,150
"Groceries: sugar, yellow C",per lb,Ohio,Zanesville,.10,1863,200
"Groceries: sugar, yellow C",per lb,Ohio,Zanesville,.10,1864,200
"Groceries: sugar, yellow C",per lb,Ohio,Zanesville,.10,1865,250
"Groceries: sugar, yellow C",per lb,Ohio,Zanesville,.10,1866,200
"Groceries: sugar, yellow C",per lb,Ind,Lawrenceburg,.12,1860,100
"Groceries: sugar, yellow C",per lb,Ind,Lawrenceburg,.12,1861,100
"Groceries: sugar, yellow C",per lb,Ind,Lawrenceburg,.12,1862,100
"Groceries: sugar, yellow C",per lb,Ind,Lawrenceburg,.12,1863,100
"Groceries: sugar, yellow C",per lb,Ind,Lawrenceburg,.12,1864,117
"Groceries: sugar, yellow C",per lb,Ind,Lawrenceburg,.12,1865,117
"Groceries: sugar, yellow C",per lb,Ind,Lawrenceburg,.12,1866,117
"Groceries: sugar, yellow C",per lb,Iowa,Cedar Rapids,.07,1861,100
"Groceries: sugar, yellow C",per lb,Iowa,Cedar Rapids,.07,1862,129
"Groceries: sugar, yellow C",per lb,Iowa,Cedar Rapids,.07,1863,129
"Groceries: sugar, yellow C",per lb,Iowa,Cedar Rapids,.07,1864,157
"Groceries: sugar, yellow C",per lb,Iowa,Cedar Rapids,.07,1865,157
"Groceries: sugar, yellow C",per lb,Iowa,Cedar Rapids,.07,1866,200
"Groceries: sugar, yellow B",per lb,Pa,Philadelphia,0.08,1861,100
"Groceries: sugar, yellow B",per lb,Pa,Philadelphia,0.08,1862,113
"Groceries: sugar, yellow B",per lb,Pa,Philadelphia,0.08,1863,138
"Groceries: sugar, yellow B",per lb,Pa,Philadelphia,0.08,1864,163
"Groceries: sugar, yellow B",per lb,Pa,Philadelphia,0.08,1865,200
"Groceries: sugar, yellow B",per lb,Pa,Philadelphia,0.08,1866,213
"Groceries: sugar, yellow B",per lb,W. Va,New Cumberland,.06,1860,100
"Groceries: sugar, yellow B",per lb,W. Va,New Cumberland,.06,1861,167
"Groceries: sugar, yellow B",per lb,W. Va,New Cumberland,.06,1862,200
"Groceries: sugar, yellow B",per lb,W. Va,New Cumberland,.06,1863,200
"Groceries: sugar, yellow B",per lb,W. Va,New Cumberland,.06,1864,200
"Groceries: sugar, yellow B",per lb,W. Va,New Cumberland,.06,1865,200
"Groceries: sugar, yellow B",per lb,W. Va,New Cumberland,.06,1866,200
"Groceries: sugar, yellow B",per lb,Ohio,Canton,.11,1860,100
"Groceries: sugar, yellow B",per lb,Ohio,Canton,.11,1861,73
"Groceries: sugar, yellow B",per lb,Ohio,Canton,.11,1862,114
"Groceries: sugar, yellow B",per lb,Ohio,Canton,.11,1863,145
"Groceries: sugar, yellow B",per lb,Ohio,Canton,.11,1864,227
"Groceries: sugar, yellow B",per lb,Ohio,Canton,.11,1865,182
"Groceries: sugar, yellow B",per lb,Ohio,Canton,.11,1866,136
"Groceries: sugar, yellow B",per lb,Ohio,Zanesville,.11,1860,100
"Groceries: sugar, yellow B",per lb,Ohio,Zanesville,.11,1861,109
"Groceries: sugar, yellow B",per lb,Ohio,Zanesville,.11,1862,164
"Groceries: sugar, yellow B",per lb,Ohio,Zanesville,.11,1863,200
"Groceries: sugar, yellow B",per lb,Ohio,Zanesville,.11,1864,200
"Groceries: sugar, yellow B",per lb,Ohio,Zanesville,.11,1865,227
"Groceries: sugar, yellow B",per lb,Ohio,Zanesville,.11,1866,227
"Groceries: sugar, yellow B",per lb,Ind,Lawrenceburg,.11,1860,100
"Groceries: sugar, yellow B",per lb,Ind,Lawrenceburg,.11,1861,100
"Groceries: sugar, yellow B",per lb,Ind,Lawrenceburg,.11,1862,100
"Groceries: sugar, yellow B",per lb,Ind,Lawrenceburg,.11,1863,100
"Groceries: sugar, yellow B",per lb,Ind,Lawrenceburg,.11,1864,109
"Groceries: sugar, yellow B",per lb,Ind,Lawrenceburg,.11,1865,109
"Groceries: sugar, yellow B",per lb,Ind,Lawrenceburg,.11,1866,109
"Groceries: sugar, yellow B",per lb,Iowa,Cedar Rapids,.08,1861,100
"Groceries: sugar, yellow B",per lb,Iowa,Cedar Rapids,.08,1862,125
"Groceries: sugar, yellow B",per lb,Iowa,Cedar Rapids,.08,1863,125
"Groceries: sugar, yellow B",per lb,Iowa,Cedar Rapids,.08,1864,150
"Groceries: sugar, yellow B",per lb,Iowa,Cedar Rapids,.08,1865,150
"Groceries: sugar, yellow B",per lb,Iowa,Cedar Rapids,.08,1866,156
Groceries: beans,per quart,Mass,Boston,0.06,1860,100
Groceries: beans,per quart,Mass,Boston,0.06,1861,100
Groceries: beans,per quart,Mass,Boston,0.06,1862,150
Groceries: beans,per quart,Mass,Boston,0.06,1863,167
Groceries: beans,per quart,Mass,Boston,0.06,1864,179
Groceries: beans,per quart,Mass,Boston,0.06,1865,142
Groceries: beans,per quart,Mass,Boston,0.06,1866,175
Groceries: beans,per quart,Conn,Jewett City,.06,1860,100
Groceries: beans,per quart,Conn,Jewett City,.06,1861,117
Groceries: beans,per quart,Conn,Jewett City,.06,1862,133
Groceries: beans,per quart,Conn,Jewett City,.06,1863,167
Groceries: beans,per quart,Conn,Jewett City,.06,1864,167
Groceries: beans,per quart,Conn,Jewett City,.06,1865,150
Groceries: beans,per quart,Conn,Jewett City,.06,1866,133
Groceries: beans,per quart,Pa,Philadelphia,.06,1861,100
Groceries: beans,per quart,Pa,Philadelphia,.06,1862,133
Groceries: beans,per quart,Pa,Philadelphia,.06,1863,167
Groceries: beans,per quart,Pa,Philadelphia,.06,1864,150
Groceries: beans,per quart,Pa,Philadelphia,.06,1865,200
Groceries: beans,per quart,Pa,Philadelphia,.06,1866,233
Groceries: beans,per quart,W. Va,New Cumberland,.07,1860,100
Groceries: beans,per quart,W. Va,New Cumberland,.07,1861,143
Groceries: beans,per quart,W. Va,New Cumberland,.07,1862,171
Groceries: beans,per quart,W. Va,New Cumberland,.07,1863,171
Groceries: beans,per quart,W. Va,New Cumberland,.07,1864,171
Groceries: beans,per quart,W. Va,New Cumberland,.07,1865,171
Groceries: beans,per quart,W. Va,New Cumberland,.07,1866,171
Groceries: beans,per quart,Ohio,Canton,.05,1860,100
Groceries: beans,per quart,Ohio,Canton,.05,1861,80
Groceries: beans,per quart,Ohio,Canton,.05,1862,100
Groceries: beans,per quart,Ohio,Canton,.05,1863,160
Groceries: beans,per quart,Ohio,Canton,.05,1864,200
Groceries: beans,per quart,Ohio,Canton,.05,1865,200
Groceries: beans,per quart,Ohio,Canton,.05,1866,160
Groceries: beans,per quart,Ohio,Springfield,.05,1860,100
Groceries: beans,per quart,Ohio,Springfield,.05,1861,100
Groceries: beans,per quart,Ohio,Springfield,.05,1862,100
Groceries: beans,per quart,Ohio,Springfield,.05,1863,100
Groceries: beans,per quart,Ohio,Springfield,.05,1864,160
Groceries: beans,per quart,Ohio,Springfield,.05,1865,160
Groceries: beans,per quart,Ohio,Springfield,.05,1866,160
Groceries: beans,per quart,Ohio,Zanesville,.06 1/4,1860,100
Groceries: beans,per quart,Ohio,Zanesville,.06 1/4,1861,96
Groceries: beans,per quart,Ohio,Zanesville,.06 1/4,1862,112
Groceries: beans,per quart,Ohio,Zanesville,.06 1/4,1863,128
Groceries: beans,per quart,Ohio,Zanesville,.06 1/4,1864,160
Groceries: beans,per quart,Ohio,Zanesville,.06 1/4,1865,160
Groceries: beans,per quart,Ohio,Zanesville,.06 1/4,1866,160
Groceries: beans,per quart,Ind,Lawrenceburg,.10,1860,100
Groceries: beans,per quart,Ind,Lawrenceburg,.10,1861,100
Groceries: beans,per quart,Ind,Lawrenceburg,.10,1862,100
Groceries: beans,per quart,Ind,Lawrenceburg,.10,1863,100
Groceries: beans,per quart,Ind,Lawrenceburg,.10,1864,100
Groceries: beans,per quart,Ind,Lawrenceburg,.10,1865,100
Groceries: beans,per quart,Ind,Lawrenceburg,.10,1866,120
Groceries: beans,per quart,Iowa,Cedar Rapids,.10,1861,100
Groceries: beans,per quart,Iowa,Cedar Rapids,.10,1862,100
Groceries: beans,per quart,Iowa,Cedar Rapids,.10,1863,120
Groceries: beans,per quart,Iowa,Cedar Rapids,.10,1864,120
Groceries: beans,per quart,Iowa,Cedar Rapids,.10,1865,125
Groceries: beans,per quart,Iowa,Cedar Rapids,.10,1866,125
"Groceries: soap, common",per lb,Pa,Philadelphia,0.06,1861,100
"Groceries: soap, common",per lb,Pa,Philadelphia,0.06,1862,117
"Groceries: soap, common",per lb,Pa,Philadelphia,0.06,1863,133
"Groceries: soap, common",per lb,Pa,Philadelphia,0.06,1864,150
"Groceries: soap, common",per lb,Pa,Philadelphia,0.06,1865,167
"Groceries: soap, common",per lb,Pa,Philadelphia,0.06,1866,167
"Groceries: soap, common",per lb,W. Va,New Cumberland,.06,1860,100
"Groceries: soap, common",per lb,W. Va,New Cumberland,.06,1861,117
"Groceries: soap, common",per lb,W. Va,New Cumberland,.06,1862,133
"Groceries: soap, common",per lb,W. Va,New Cumberland,.06,1863,133
"Groceries: soap, common",per lb,W. Va,New Cumberland,.06,1864,133
"Groceries: soap, common",per lb,W. Va,New Cumberland,.06,1865,117
"Groceries: soap, common",per lb,W. Va,New Cumberland,.06,1866,117
"Groceries: soap, common",per lb,Ohio,Canton,.08,1860,100
"Groceries: soap, common",per lb,Ohio,Canton,.08,1861,75
"Groceries: soap, common",per lb,Ohio,Canton,.08,1862,75
"Groceries: soap, common",per lb,Ohio,Canton,.08,1863,125
"Groceries: soap, common",per lb,Ohio,Canton,.08,1864,150
"Groceries: soap, common",per lb,Ohio,Canton,.08,1865,125
"Groceries: soap, common",per lb,Ohio,Canton,.08,1866,113
"Groceries: soap, common",per lb,Ohio,Springfield,.05,1860,100
"Groceries: soap, common",per lb,Ohio,Springfield,.05,1861,120
"Groceries: soap, common",per lb,Ohio,Springfield,.05,1862,160
"Groceries: soap, common",per lb,Ohio,Springfield,.05,1863,160
"Groceries: soap, common",per lb,Ohio,Springfield,.05,1864,160
"Groceries: soap, common",per lb,Ohio,Springfield,.05,1865,160
"Groceries: soap, common",per lb,Ohio,Springfield,.05,1866,160
"Groceries: soap, common",per lb,Ohio,Zanesville,.05,1860,100
"Groceries: soap, common",per lb,Ohio,Zanesville,.05,1861,100
"Groceries: soap, common",per lb,Ohio,Zanesville,.05,1862,120
"Groceries: soap, common",per lb,Ohio,Zanesville,.05,1863,200
"Groceries: soap, common",per lb,Ohio,Zanesville,.05,1864,200
"Groceries: soap, common",per lb,Ohio,Zanesville,.05,1865,200
"Groceries: soap, common",per lb,Ohio,Zanesville,.05,1866,200
"Groceries: soap, common",per lb,Ind,Lawrenceburg,.12,1860,100
"Groceries: soap, common",per lb,Ind,Lawrenceburg,.12,1861,67
"Groceries: soap, common",per lb,Ind,Lawrenceburg,.12,1862,83
"Groceries: soap, common",per lb,Ind,Lawrenceburg,.12,1863,125
"Groceries: soap, common",per lb,Ind,Lawrenceburg,.12,1864,125
"Groceries: soap, common",per lb,Ind,Lawrenceburg,.12,1865,125
"Groceries: soap, common",per lb,Ind,Lawrenceburg,.12,1866,125
"Groceries: soap, common",per lb,Iowa,Cedar Rapids,.04,1861,100
"Groceries: soap, common",per lb,Iowa,Cedar Rapids,.04,1862,100
"Groceries: soap, common",per lb,Iowa,Cedar Rapids,.04,1863,100
"Groceries: soap, common",per lb,Iowa,Cedar Rapids,.04,1864,150
"Groceries: soap, common",per lb,Iowa,Cedar Rapids,.04,1865,250
"Groceries: soap, common",per lb,Iowa,Cedar Rapids,.04,1866,375
"Groceries: sugar, good brown",per lb,Mass,Boston,0.06 15/16,1860,100
"Groceries: sugar, good brown",per lb,Mass,Boston,0.06 15/16,1861,99
"Groceries: sugar, good brown",per lb,Mass,Boston,0.06 15/16,1862,133
"Groceries: sugar, good brown",per lb,Mass,Boston,0.06 15/16,1863,175
"Groceries: sugar, good brown",per lb,Mass,Boston,0.06 15/16,1864,266
"Groceries: sugar, good brown",per lb,Mass,Boston,0.06 15/16,1865,225
"Groceries: sugar, good brown",per lb,Mass,Boston,0.06 15/16,1866,183
"Groceries: sugar, good brown",per lb,N. J.,Jersey City,.08,1860,100
"Groceries: sugar, good brown",per lb,N. J.,Jersey City,.08,1861,100
"Groceries: sugar, good brown",per lb,N. J.,Jersey City,.08,1862,113
"Groceries: sugar, good brown",per lb,N. J.,Jersey City,.08,1863,175
"Groceries: sugar, good brown",per lb,N. J.,Jersey City,.08,1864,250
"Groceries: sugar, good brown",per lb,N. J.,Jersey City,.08,1865,263
"Groceries: sugar, good brown",per lb,N. J.,Jersey City,.08,1866,300
"Groceries: sugar, good brown",per lb,Pa,Norristown,.07,1860,100
"Groceries: sugar, good brown",per lb,Pa,Norristown,.07,1861,100
"Groceries: sugar, good brown",per lb,Pa,Norristown,.07,1862,114
"Groceries: sugar, good brown",per lb,Pa,Norristown,.07,1863,157
"Groceries: sugar, good brown",per lb,Pa,Norristown,.07,1864,314
"Groceries: sugar, good brown",per lb,Pa,Norristown,.07,1865,186
"Groceries: sugar, good brown",per lb,Pa,Norristown,.07,1866,186
"Groceries: sugar, good brown",per lb,Pa,Philadelphia,.06,1861,100
"Groceries: sugar, good brown",per lb,Pa,Philadelphia,.06,1862,117
"Groceries: sugar, good brown",per lb,Pa,Philadelphia,.06,1863,150
"Groceries: sugar, good brown",per lb,Pa,Philadelphia,.06,1864,183
"Groceries: sugar, good brown",per lb,Pa,Philadelphia,.06,1865,233
"Groceries: sugar, good brown",per lb,Pa,Philadelphia,.06,1866,250
"Groceries: sugar, good brown",per lb,Md,Baltimore,.08,1860,100
"Groceries: sugar, good brown",per lb,Md,Baltimore,.08,1861,88
"Groceries: sugar, good brown",per lb,Md,Baltimore,.08,1862,125
"Groceries: sugar, good brown",per lb,Md,Baltimore,.08,1863,156
"Groceries: sugar, good brown",per lb,Md,Baltimore,.08,1864,250
"Groceries: sugar, good brown",per lb,Md,Baltimore,.08,1865,188
"Groceries: sugar, good brown",per lb,Md,Baltimore,.08,1866,175
"Groceries: sugar, good brown",per lb,W. Va,New Cumberland,.06,1860,100
"Groceries: sugar, good brown",per lb,W. Va,New Cumberland,.06,1861,167
"Groceries: sugar, good brown",per lb,W. Va,New Cumberland,.06,1862,200
"Groceries: sugar, good brown",per lb,W. Va,New Cumberland,.06,1863,200
"Groceries: sugar, good brown",per lb,W. Va,New Cumberland,.06,1864,200
"Groceries: sugar, good brown",per lb,W. Va,New Cumberland,.06,1865,200
"Groceries: sugar, good brown",per lb,W. Va,New Cumberland,.06,1866,200
"Groceries: sugar, good brown",per lb,Ohio,Canton,.08,1860,100
"Groceries: sugar, good brown",per lb,Ohio,Canton,.08,1861,75
"Groceries: sugar, good brown",per lb,Ohio,Canton,.08,1862,100
"Groceries: sugar, good brown",per lb,Ohio,Canton,.08,1863,150
"Groceries: sugar, good brown",per lb,Ohio,Canton,.08,1864,250
"Groceries: sugar, good brown",per lb,Ohio,Canton,.08,1865,250
"Groceries: sugar, good brown",per lb,Ohio,Canton,.08,1866,225
"Groceries: sugar, good brown",per lb,Ohio,Springfield,.09,1860,100
"Groceries: sugar, good brown",per lb,Ohio,Springfield,.09,1861,89
"Groceries: sugar, good brown",per lb,Ohio,Springfield,.09,1862,89
"Groceries: sugar, good brown",per lb,Ohio,Springfield,.09,1863,111
"Groceries: sugar, good brown",per lb,Ohio,Springfield,.09,1864,122
"Groceries: sugar, good brown",per lb,Ohio,Springfield,.09,1865,167
"Groceries: sugar, good brown",per lb,Ohio,Springfield,.09,1866,200
"Groceries: sugar, good brown",per lb,Ohio,Zanesville,.08,1860,100
"Groceries: sugar, good brown",per lb,Ohio,Zanesville,.08,1861,100
"Groceries: sugar, good brown",per lb,Ohio,Zanesville,.08,1862,125
"Groceries: sugar, good brown",per lb,Ohio,Zanesville,.08,1863,150
"Groceries: sugar, good brown",per lb,Ohio,Zanesville,.08,1864,225
"Groceries: sugar, good brown",per lb,Ohio,Zanesville,.08,1865,225
"Groceries: sugar, good brown",per lb,Ohio,Zanesville,.08,1866,225
"Groceries: sugar, good brown",per lb,Ind,Lawrenceburg,.10,1860,100
"Groceries: sugar, good brown",per lb,Ind,Lawrenceburg,.10,1861,100
"Groceries: sugar, good brown",per lb,Ind,Lawrenceburg,.10,1862,100
"Groceries: sugar, good brown",per lb,Ind,Lawrenceburg,.10,1863,100
"Groceries: sugar, good brown",per lb,Ind,Lawrenceburg,.10,1864,120
"Groceries: sugar, good brown",per lb,Ind,Lawrenceburg,.10,1865,110
"Groceries: sugar, good brown",per lb,Ind,Lawrenceburg,.10,1866,110
"Groceries: sugar, good brown",per lb,Iowa,Cedar Rapids,.06,1861,100
"Groceries: sugar, good brown",per lb,Iowa,Cedar Rapids,.06,1862,133
"Groceries: sugar, good brown",per lb,Iowa,Cedar Rapids,.06,1863,133
"Groceries: sugar, good brown",per lb,Iowa,Cedar Rapids,.06,1864,167
"Groceries: sugar, good brown",per lb,Iowa,Cedar Rapids,.06,1865,167
"Groceries: sugar, good brown",per lb,Iowa,Cedar Rapids,.06,1866,278
"Groceries: coffee, Rio, roasted",per lb,Pa,Philadelphia,0.16,1861,100
"Groceries: coffee, Rio, roasted",per lb,Pa,Philadelphia,0.16,1862,113
"Groceries: coffee, Rio, roasted",per lb,Pa,Philadelphia,0.16,1863,138
"Groceries: coffee, Rio, roasted",per lb,Pa,Philadelphia,0.16,1864,238
"Groceries: coffee, Rio, roasted",per lb,Pa,Philadelphia,0.16,1865,281
"Groceries: coffee, Rio, roasted",per lb,Pa,Philadelphia,0.16,1866,281
"Groceries: coffee, Rio, roasted",per lb,Md,Baltimore,.20,1860,100
"Groceries: coffee, Rio, roasted",per lb,Md,Baltimore,.20,1861,100
"Groceries: coffee, Rio, roasted",per lb,Md,Baltimore,.20,1862,150
"Groceries: coffee, Rio, roasted",per lb,Md,Baltimore,.20,1863,210
"Groceries: coffee, Rio, roasted",per lb,Md,Baltimore,.20,1864,250
"Groceries: coffee, Rio, roasted",per lb,Md,Baltimore,.20,1865,210
"Groceries: coffee, Rio, roasted",per lb,Md,Baltimore,.20,1866,180
"Groceries: coffee, Rio, roasted",per lb,W. Va,New Cumberland,.14,1860,100
"Groceries: coffee, Rio, roasted",per lb,W. Va,New Cumberland,.14,1861,143
"Groceries: coffee, Rio, roasted",per lb,W. Va,New Cumberland,.14,1862,179
"Groceries: coffee, Rio, roasted",per lb,W. Va,New Cumberland,.14,1863,179
"Groceries: coffee, Rio, roasted",per lb,W. Va,New Cumberland,.14,1864,214
"Groceries: coffee, Rio, roasted",per lb,W. Va,New Cumberland,.14,1865,214
"Groceries: coffee, Rio, roasted",per lb,W. Va,New Cumberland,.14,1866,179
"Groceries: coffee, Rio, roasted",per lb,Ohio,Springfield,.18,1860,100
"Groceries: coffee, Rio, roasted",per lb,Ohio,Springfield,.18,1861,100
"Groceries: coffee, Rio, roasted",per lb,Ohio,Springfield,.18,1862,100
"Groceries: coffee, Rio, roasted",per lb,Ohio,Springfield,.18,1863,100
